Fatal_1 Fatal_2 Fatal_3 Survivor_1 Survivor_2 Survivor_3
MYCBPAP 3 6 1 3 1 0
BLCAP 516 587 651 149 205 121
GTF2E1 271 119 215 173 209 98
IFNAR2 1060 1230 1942 690 994 279
HS3ST3A1 2 1 1 0 0 0
SCOC 340 225 422 470 443 329
PPP1R14D 0 0 0 0 0 0
PPP1R14B 10 11 11 1 5 3
PPP1R14A 0 0 0 0 0 0
UBP1 2051 2331 4027 1210 1353 860
CD46 1606 977 1447 1393 1394 993
TCTE1 2 5 4 0 3 0
CD40 91 109 79 77 67 337
DMTN 103 95 29 33 111 34
RALY 453 418 445 143 227 178
SRRT 426 398 424 91 135 155
DNTT 5 4 2 58 20 22
PCDH12 93 66 98 2 3 4
PCDH17 2 0 2 0 0 15
ALKBH8 38 52 35 154 160 83
PCDH15 1 5 3 0 1 0
SRRD 130 141 160 199 151 100
ALKBH4 30 17 18 10 22 12
PCDH19 0 1 0 0 0 0
ALKBH2 13 10 4 17 26 40
RALA 235 176 278 139 141 53
VPS54 856 935 996 901 897 385
ISX 0 0 0 0 0 0
ERCC6L 89 63 95 64 88 37
DNAJB7 5 8 8 5 2 0
DNAJB6 1387 1056 2341 974 1286 651
DNAJB5 23 31 13 10 12 22
DNAJB4 130 65 107 71 71 11
AMDHD1 52 17 11 175 373 52
FGF18 0 1 0 2 0 1
KDM6A 2479 2525 2597 2586 2339 1138
KISS1 0 0 0 0 0 0
CALY 0 1 0 0 0 4
ODF3L1 0 0 0 0 0 2
NIPAL2 6 7 24 11 3 9
RAB23 55 29 36 202 223 117
ZNF805 217 212 311 183 173 109
ZNF800 2019 1606 2789 1753 1576 854
COL17A1 21 23 43 7 17 11
FAM65C 117 67 38 21 28 35
FAM65B 17166 12719 20541 7597 7221 3225
FAM65A 317 315 304 59 55 82
GSPT1 464 466 489 677 660 378
GRIK1 17 27 10 0 4 0
GRIK2 0 0 0 0 0 0
GRIK4 0 1 0 0 2 0
GRIK5 8 10 3 11 14 0
RNF149 12946 12147 22363 4550 6477 2380
GLRA3 0 2 0 2 0 0
ND4L 435 676 202 309 290 119
SHC3 3 3 0 6 2 0
SGSH 135 249 109 3 19 5
RNF141 623 462 626 366 384 396
CNTN2 3 4 0 1 0 0
CALR 2652 1704 2407 2881 3154 1898
PSKH2 0 0 0 0 0 0
RNF146 426 301 275 404 356 233
KDSR 145 143 104 93 103 49
PHB2 250 181 185 158 299 273
HELB 1036 970 1470 615 944 296
MSH4 2 1 0 1 1 0
MSH6 563 681 465 977 908 497
MYOCD 2 0 0 2 1 0
FAM219B 0 0 0 0 0 0
ACCS 4 7 4 8 14 17
XCR1 0 0 1 9 3 0
XPR1 388 243 325 589 650 403
NFXL1 157 250 144 271 238 168
PACSIN3 5 3 4 0 2 0
PACSIN2 933 760 579 277 385 227
GREM2 0 0 1 0 0 0
AP1AR 311 206 326 205 338 195
DHH 0 1 1 0 0 0
HACE1 647 502 601 1121 888 458
FAR2 567 444 1046 1702 3285 385
PADI1 1 3 0 0 1 0
PADI3 2 8 10 9 6 0
PADI2 25 13 12 307 364 365
ARHGDIA 373 319 326 29 84 98
PADI6 2 2 1 1 1 0
GJA10 0 3 1 1 2 0
LATS1 1048 873 1306 1166 1223 697
PM20D2 84 46 79 111 99 64
ZPLD1 0 1 0 27 0 2
SHC4 1 1 0 2 0 4
GPIHBP1 0 0 0 0 0 0
NRIP1 2927 3274 3240 1877 2126 1045
NRIP3 1 1 0 1 0 0
VTI1A 369 433 461 261 254 156
PAH 0 0 2 3 3 2
GPR132 21 43 37 71 82 37
ATP6V1C2 0 0 0 0 0 0
ATP6V1C1 3086 2276 5402 956 863 435
GPR139 0 0 0 0 0 0
VCAM1 9 8 6 8 13 3
FBXL2 0 0 0 0 0 0
TRIM10 145 90 45 29 19 24
KBTBD6 31 24 33 35 41 35
VPS37C 32 36 34 13 8 8
CDKN2AIP 276 326 298 418 381 267
RPN2 1280 1173 1695 1123 1510 856
VPS37B 49 58 62 26 37 36
SF3A2 17 22 13 2 4 17
TXNDC16 885 787 886 2550 4140 414
FAM210B 1344 696 621 7993 4976 1053
GRAMD2 2 1 2 0 0 0
PPP1R3G 0 0 0 0 0 0
MAP10 20 33 71 65 46 36
PPP1R3E 0 0 0 0 0 2
PPP1R3C 2 5 2 0 1 4
PPP1R3B 242 272 404 30 30 31
PPP1R3A 1 2 0 3 2 0
TNFRSF13C 0 4 0 0 1 6
FGFR2 0 2 3 0 0 0
PPP2R3C 319 200 328 504 627 300
LUC7L2 848 948 858 985 935 615
FAM131B 1 2 0 4 1 0
HAL 503 409 415 67 169 18
TBXAS1 721 572 448 236 353 215
YTHDC1 1857 2231 3036 1204 1034 698
ERLEC1 530 499 827 668 675 540
KIAA1551 6724 4525 4968 14163 9630 4826
PPP1R37 26 49 30 0 8 14
SEMA3B 4 13 10 0 1 4
MCMDC2 22 4 8 28 33 19
SEMA3E 1 3 2 2 1 1
EHHADH 21 12 13 19 27 4
LRRC71 3 2 3 6 0 12
NME4 41 23 17 54 78 94
INPP5A 873 704 729 585 771 686
INPP5D 1356 1585 1645 551 673 509
INPP5E 1 2 3 0 3 6
INPP5F 263 241 193 1316 1163 771
SFMBT1 281 184 237 241 201 123
INPP5J 2 3 3 1 0 0
NME9 0 7 4 1 3 2
FREM3 3 9 5 1 0 0
FREM2 1 2 19 1 2 0
FREM1 4 5 5 5 2 0
NKAIN1 0 0 0 0 0 0
ZNF37A 218 243 245 375 269 161
CARD18 0 0 0 0 1 0
CHI3L2 407 1042 1568 52 28 42
HELT 2 3 1 0 0 0
CNST 1343 1071 1015 1583 1728 2153
DSCC1 25 15 18 187 186 18
CLSPN 24 30 29 29 24 6
EPB42 435 248 203 597 506 243
HELZ 2403 2044 2992 2383 2454 1278
GSKIP 814 481 968 319 353 190
MYADM 271 297 324 14 40 27
IGSF9B 0 2 0 2 3 1
SHC2 1 5 0 1 9 9
PON1 1 2 0 1 0 0
CEP164 164 234 371 180 179 156
GFOD1 1325 1206 1065 17 30 15
ARHGEF28 7 1 2 1 1 0
TEKT1 1 10 1 0 1 0
TEKT2 70 28 42 11 9 9
PNPLA3 0 0 1 6 0 0
PNPLA2 200 146 138 39 73 20
PNPLA1 14 7 11 0 2 0
HSPB11 60 49 63 67 63 66
PNPLA5 2 1 0 0 0 0
PNPLA4 13 18 15 31 24 10
GUCA2A 0 0 0 0 0 0
GUCA2B 0 0 0 0 0 0
PNPLA8 1380 832 1424 1231 1523 633
CLUH 39 39 29 17 38 72
UNC5A 9 16 16 1 1 2
HOMEZ 45 41 50 102 101 43
MEIOB 1 1 1 2 3 9
KATNAL1 144 134 300 142 208 129
KATNAL2 4 6 1 11 8 1
ATG14 331 375 495 216 297 104
SRMS 0 0 0 0 0 0
KIAA0753 372 372 370 326 330 200
ASB7 232 167 198 235 219 105
SRCAP 800 1169 681 338 323 301
SMPD3 3 5 1 0 5 2
COL12A1 33 38 38 23 29 2
KRT5 2 0 1 0 0 0
VSTM2L 0 0 0 0 0 0
POLR3F 57 25 30 72 81 62
SEC14L3 1 0 2 1 2 0
SAG 39 70 53 17 41 72
LRSAM1 235 208 267 67 36 38
SEC14L5 53 46 11 55 86 83
SEC14L4 0 16 2 1 0 0
CHSY1 1442 942 2199 643 1059 418
ZNF213 9 12 6 1 5 8
PTAFR 2320 2247 3245 278 737 249
UPF2 1289 1043 1316 1056 1209 612
IL1B 296 176 303 98 138 67
CHIA 1 2 0 0 0 0
THSD7B 0 0 1 4 0 0
PHTF2 517 295 245 1029 788 560
THSD7A 5 4 2 10 2 0
POLR3G 15 30 32 131 78 82
CASK 268 193 195 166 235 122
VCPIP1 7149 5574 9352 4474 5010 1926
GPR82 38 31 20 28 17 7
GPR83 3 6 0 7 3 2
GPR84 3089 2656 4709 16 30 15
GPR85 7 6 4 1 1 0
GPR87 7 6 9 0 2 0
TCF7 119 145 92 287 156 121
COMT 699 443 403 36 77 118
ZC3HAV1L 6 8 5 0 1 0
ADAM21 1 0 1 0 2 0
ADAM20 5 14 9 3 3 8
ADAM23 20 13 19 67 200 20
GLCE 427 272 356 734 794 323
ADAM29 1 0 0 0 0 0
SLC47A1 9 7 2 74 69 6
IL18 574 274 613 56 61 15
IL19 1 1 1 2 2 0
AIF1L 21 3 7 0 10 0
IL10 72 58 80 12 18 14
ACRV1 6 5 7 2 3 0
GNAS 4602 4701 3057 1670 2354 1046
IL15 90 71 52 192 241 65
IL16 1947 1565 2392 1156 1355 1019
LPAR2 48 99 46 9 22 12
PALLD 538 312 295 309 112 41
PIP4K2B 264 213 292 176 308 190
COLGALT1 117 140 179 24 41 62
METTL21C 1 1 3 3 2 0
PINX1 29 17 33 49 69 59
FGF4 0 0 0 0 0 0
AEBP1 15 22 6 3 10 11
ITGAD 39 28 14 16 52 52
RBMS3 5 6 6 4 1 0
RBMS2 28 37 54 6 15 4
RCHY1 392 336 384 426 367 455
GDF9 0 0 0 0 0 0
SLC25A34 1 4 1 0 0 1
GDF3 0 1 0 2 0 0
CBR4 51 35 50 61 60 68
GDF7 0 0 0 0 0 9
GDF6 1 2 5 1 1 0
CBR3 6 8 3 3 8 0
DNAJC22 0 0 2 0 0 0
DPPA3 34 35 14 13 16 8
ABHD12B 61 44 42 3 12 0
ANXA1 18154 11420 26717 6389 8034 4515
ANXA3 5192 4318 8262 240 373 90
ANXA2 7524 6610 7301 4716 7005 4007
TPST2 416 364 416 187 285 134
ANXA4 1031 952 1735 584 583 1150
ANXA7 3416 2982 5079 1603 1963 1237
TPST1 12 19 18 26 26 36
ANXA9 60 40 79 18 14 9
KITLG 23 10 12 0 0 0
MCM4 183 124 100 292 315 170
MCM3 110 83 47 182 218 142
SASS6 281 247 372 299 510 134
POU5F2 8 5 6 4 4 6
DUSP15 0 0 0 0 0 1
ZDHHC22 0 0 0 0 0 0
DUSP16 716 600 648 214 334 75
ZDHHC24 59 45 66 24 46 29
DUSP10 303 247 423 255 343 150
MCM9 273 430 535 325 265 196
MCM8 68 43 74 117 153 93
SQSTM1 1863 1700 2077 191 319 377
EPC2 1803 1886 2592 1232 1200 634
ZNF541 4 4 4 9 7 33
C1H1orf189 7 4 4 1 0 0
WNT9B 15 9 24 0 6 0
HEPACAM 1 1 1 0 0 0
ZNF548 82 42 46 64 57 87
USH2A 1 3 4 1 1 0
ISL2 0 0 0 0 1 0
EVI5L 24 38 20 3 13 10
MROH9 1 0 2 0 0 0
KIFAP3 57 50 60 249 247 193
MROH5 0 1 0 1 0 0
MS4A7 43 32 38 1195 974 440
MS4A2 3 3 7 37 46 22
MS4A3 515 314 572 15 8 6
ZNF141 37 31 31 235 205 183
ZNF140 116 110 101 137 147 144
ZNF142 191 254 160 89 118 115
LGSN 0 0 1 0 0 0
CCDC102A 0 0 1 1 1 3
CCDC102B 3 1 0 5 3 5
ZNF146 480 342 352 837 772 803
CPT2 151 172 129 103 146 96
DSC2 1 1 1 7 7 0
DDX31 47 43 36 118 116 68
DSC1 1 2 6 5 3 0
PYGB 202 173 160 177 327 434
VSTM2A 0 1 0 0 4 0
PYGL 11612 7837 13235 493 1007 276
PYGM 58 88 42 13 9 4
PFAS 24 17 12 21 33 33
SOD3 0 0 0 0 0 0
VWA8 276 155 296 890 748 485
VWA7 10 9 15 2 2 0
TMF1 1299 1121 1846 1532 1399 637
VWA2 3 14 4 19 24 28
RANGAP1 116 111 96 58 131 165
BAMBI 16 21 21 6 3 1
KCNN2 0 4 0 0 0 2
KCNN1 5 6 1 1 2 2
PMS1 119 80 85 385 506 186
PMS2 54 59 50 71 100 67
SNRPA1 558 742 809 312 303 143
BAALC 8 1 3 1 9 1
CUBN 12 20 10 18 11 8
ISLR 0 0 0 0 0 0
GRIP1 10 12 12 2 22 4
KRT7 3 1 2 0 1 0
GRIP2 1 2 0 0 0 0
SLC19A2 238 184 160 168 137 111
SLC19A3 2 0 1 0 2 0
SLC19A1 13 12 19 3 2 4
CCDC65 19 26 13 17 9 6
CCDC64 67 60 43 63 48 52
NIT1 107 77 84 70 67 64
CCDC60 0 0 0 0 2 0
TYSND1 4 2 2 12 4 12
CCDC69 4436 3756 3245 2643 2231 1848
SNTA1 0 0 0 0 0 2
TMEM119 3 3 0 0 1 0
DPY19L3 602 512 672 447 579 353
ANGEL2 247 278 441 374 330 241
YPEL5 5585 4267 7412 3972 3984 4837
TMEM114 0 0 0 0 0 0
KRT9 3 0 0 0 2 1
MAP2K2 572 386 283 49 138 126
CABS1 0 1 0 0 0 0
KANSL1L 932 691 1103 838 854 429
PIM1 1533 2446 3724 563 800 383
MED12L 278 142 113 456 659 535
SLC35A4 461 330 469 77 96 54
SLC35A5 3151 1840 4036 2188 2550 1505
SLC35A2 228 210 176 66 84 54
SLC35A3 204 217 273 425 458 260
SH2D5 5 5 5 0 2 0
NXF3 2 0 5 0 0 0
FAF1 326 239 217 684 832 337
PGM5 6 3 1 2 7 0
ALKBH7 6 5 3 1 4 17
FAF2 243 231 284 256 284 118
ASIC1 3 1 1 0 0 0
PGM1 475 506 1613 303 346 132
PGM2 1962 1429 2146 696 960 410
ABCB11 3 1 11 4 2 0
ABCB10 1142 632 673 1503 2040 624
APLN 0 0 0 0 0 0
TMEM44 25 9 19 3 7 22
CYHR1 74 96 58 24 39 81
SBK1 1 6 0 3 2 0
APLF 241 159 244 466 456 134
SLC25A40 641 413 700 304 342 141
TCEANC2 78 59 51 126 140 71
SLC25A42 8 8 1 3 15 30
SLC25A44 199 148 170 90 96 91
SLC25A45 8 10 5 0 8 16
SLC25A47 3 1 0 1 1 0
CDC26 860 763 1081 256 304 127
HOXD12 0 0 0 0 0 0
RBPMS 15 9 9 4 18 11
HOXD10 0 1 1 0 0 0
PDZD4 23 22 13 31 57 14
FAM150A 0 0 0 2 1 0
STON2 607 524 305 913 668 460
FAM105A 145 129 94 472 461 280
FAM150B 5 3 1 8 3 14
ANKEF1 1 5 5 5 1 0
BEST2 0 0 2 0 0 0
LIN54 741 539 953 915 1344 384
LIN52 45 24 27 52 69 40
PDZD9 4 1 6 17 14 7
PDZD8 2633 2216 3163 840 917 332
UBQLNL 42 36 177 24 10 19
SORCS1 0 3 1 1 3 0
NAGA 411 251 336 254 387 212
PXDC1 28 12 7 13 9 28
ZNF280A 0 0 1 0 0 0
TPSB2 0 0 0 0 0 0
KIAA1614 7 4 3 0 5 5
TNPO2 320 245 215 98 89 94
GCN1L1 668 880 852 632 864 654
WRNIP1 220 182 142 246 236 168
PIK3R2 62 83 61 9 14 27
MAPK1 4402 3298 3894 4625 4003 2280
BCO2 9 1 5 1 0 4
PPP1R12C 210 204 165 22 42 49
MAPK8 378 248 388 1182 1846 664
MAPK9 127 77 118 206 275 253
SGPP2 0 3 0 4 0 0
CUZD1 2 1 0 0 0 0
WTAP 4145 3708 5116 1299 1407 863
LYL1 11 14 15 2 4 21
ATP8A2 33 13 30 228 151 273
ATP8A1 7976 3832 6659 2362 2050 1666
C1QTNF8 0 0 0 0 0 0
BCOR 288 438 406 303 327 227
NMNAT3 251 171 151 83 82 66
SERINC2 0 1 0 0 0 0
VWA3B 66 129 189 18 17 4
METTL8 52 28 38 129 246 92
ZMYM6NB 353 269 403 335 342 221
CCL13 4 1 12 0 0 0
VPS39 1455 1458 1537 889 838 552
METTL1 19 14 10 13 25 28
METTL4 179 130 144 209 394 88
METTL5 26 19 39 37 39 24
METTL6 338 214 377 115 158 63
STAT5B 453 301 497 102 168 107
FDX1L 2 3 0 0 3 5
ANO6 2315 822 1181 3051 4381 2255
KCTD3 82 42 55 92 102 77
LRRC14B 0 0 0 0 0 0
KCTD7 4 6 11 10 12 25
KCTD5 233 183 272 30 58 71
LRRC25 746 790 892 54 181 150
KCTD8 0 0 0 0 0 0
DEFB119 0 0 0 0 1 4
UST 8 5 3 37 58 86
GALK2 309 383 323 295 260 190
LRCOL1 2 0 0 0 0 1
PLEKHN1 1 0 0 1 0 3
SERPINA1 27545 20678 27810 773 1212 1147
SLC18B1 1208 904 1008 193 284 217
HCFC2 361 325 408 485 443 241
EXOC6B 130 87 72 441 390 227
SERPINA9 0 0 1 0 0 0
NRAS 2555 1979 3852 1171 1399 694
PDZD11 60 66 74 64 70 45
SLC38A10 156 185 190 26 74 145
FOXRED1 99 96 72 64 94 82
MLC1 0 0 0 0 0 0
PXN 3054 2813 2509 421 551 162
CABLES2 28 29 26 8 7 1
ESF1 107 146 145 471 469 271
CREB3L4 49 68 47 22 40 23
CRYL1 55 35 22 128 177 290
UMOD 1 2 2 0 0 0
POLG2 56 62 81 32 60 73
FOXD4L1 0 0 0 0 0 0
PACS1 321 295 114 250 210 161
PACS2 78 29 29 188 106 90
SBNO2 455 543 543 34 84 66
USPL1 913 1140 1283 608 554 306
RNF166 17 17 19 4 14 14
RNF165 2 3 2 0 0 0
CLEC19A 1 0 0 0 0 0
RNF169 575 526 695 567 564 255
RNF168 50 53 58 243 329 85
AMTN 0 2 1 0 0 0
UPF3B 81 58 105 39 34 12
ZBTB42 0 4 1 0 0 1
ZBTB43 1251 1214 1732 213 162 114
ZBTB44 688 484 384 1439 1906 667
ZBTB45 2 2 2 0 2 7
ZBTB46 9 6 5 1 4 23
ZBTB49 58 78 75 97 96 84
ENTPD8 0 0 0 0 1 2
ZNF608 37 39 17 51 29 70
VPS4A 685 637 671 186 290 288
SYNPO 15 10 8 1 2 3
CTC1 51 106 64 190 198 157
ADAM22 19 6 5 22 23 4
P4HA2 10 18 9 1 2 5
P4HA3 21 13 8 8 27 0
ANP32B 310 342 426 701 964 394
MFSD2B 40 29 16 36 56 67
FDXR 18 24 18 3 17 41
SYNPR 0 0 1 0 0 0
TAT 4 4 3 1 0 0
ZFYVE19 18 16 11 9 7 6
NTNG1 3 0 1 2 0 0
NTNG2 7 3 5 16 14 21
RPF2 53 77 61 73 109 63
ZFYVE16 3397 2784 4518 1641 2000 899
PRR23C 0 0 0 0 0 0
ADAM28 134 68 161 18 26 14
ATRNL1 609 289 848 6173 3771 6186
MRPL50 111 80 82 208 240 176
MRPL51 186 169 256 195 278 167
MRPL52 22 11 15 19 31 48
DDB1 1564 1436 1625 1903 1814 1624
THY1 54 26 62 58 188 144
ZNF688 73 39 52 11 23 11
ATP8 0 0 0 0 0 0
OPN1SW 24 35 21 20 10 15
ALOXE3 4 5 0 0 0 0
ZNF681 48 45 62 96 75 64
ATP6 93 245 72 61 116 13
ZNF684 303 152 252 109 74 68
IQCC 95 109 101 99 73 80
TNS3 582 545 652 15 55 101
IQCG 0 0 0 0 0 0
IQCE 28 28 43 11 24 7
IQCK 2 1 6 6 5 7
MUC16 1 2 2 2 0 0
MUC15 0 1 0 0 4 0
IQCH 2 1 2 1 1 0
MUC13 84 22 18 269 79 147
TNS1 230 95 84 293 514 40
PIRT 0 0 0 1 0 0
WDTC1 888 674 442 185 186 166
MBTD1 436 409 459 969 1364 720
SYAP1 0 0 0 0 0 0
ANGPTL7 34 58 38 15 15 13
POP1 12 17 20 84 69 61
POP7 21 13 11 11 26 10
ANGPTL2 11 32 19 11 2 0
GPR119 0 1 0 0 0 0
WNT2 0 0 0 0 1 0
SRSF11 3846 3276 4312 2586 2159 1295
FDX1 790 288 973 347 407 260
GPR113 49 37 35 36 51 28
GPR112 1 0 0 0 0 0
GPR110 0 3 1 0 0 0
RASGRP2 1259 1030 1028 281 435 468
MMP16 1 1 2 3 2 0
MMP17 2 0 0 0 0 0
MMP10 0 0 0 0 0 0
MMP11 0 0 0 0 0 0
RASGRP4 210 218 188 8 11 7
MMP13 0 2 1 0 2 0
EPS8L1 7 9 3 2 1 0
MMP19 10 18 10 6 12 4
WNT6 0 0 0 0 0 0
MYO18A 516 477 952 255 375 403
MYO18B 20 7 10 0 6 1
PRG4 20 18 16 22 13 13
PRG3 25 2 6 0 0 1
PRG2 69 7 16 1 3 0
SP140L 1199 1466 2149 661 618 287
PPP1R1C 0 2 1 1 0 0
PPP1R1B 7 6 5 4 1 0
GSX2 0 0 1 0 0 0
GSX1 0 0 0 0 0 0
AKT1 321 273 313 74 197 163
NF2 138 128 109 394 482 288
ARID2 5167 3611 4987 3032 3148 1294
GPAA1 23 35 18 11 28 62
CDAN1 148 225 153 71 87 88
IL5RA 1 3 0 16 26 0
KCNK18 1 1 1 0 0 0
KCNK16 0 0 2 0 0 0
NPFFR2 0 0 0 0 0 0
KCNK12 0 0 0 0 0 0
ZC2HC1C 23 23 18 16 10 23
NCAPD2 445 405 414 301 404 215
NCAPD3 381 289 273 604 577 340
PPP1R10 1127 848 1684 444 567 291
MMACHC 5 7 7 15 24 6
FAM199X 351 264 311 358 320 213
ZNF672 32 31 13 26 30 36
CCDC88C 605 658 515 362 478 449
TCN1 57 22 220 7 2 8
TCN2 12 8 4 7 29 25
ZNF426 298 267 283 200 197 182
TYROBP 353 245 217 123 362 350
ZNF425 1 2 2 0 4 4
SIRPB2 1251 1853 2017 167 332 112
ZNF423 3 1 1 2 2 0
SIRPB1 1813 2359 2204 52 119 47
ATXN3 0 0 0 0 0 0
ZNF428 8 11 10 4 13 20
ZNF429 68 51 29 82 44 27
SOAT2 2335 1220 227 67 78 15
EFHD2 2484 2191 3486 167 368 249
ERBB3 80 91 103 10 41 58
CDC42SE2 497 317 367 637 608 518
SRGAP1 2 4 1 3 4 2
SRGAP3 14 7 15 36 19 27
SRGAP2 3825 4759 4854 833 1010 417
MMEL1 5 7 9 3 4 6
DLK1 8 1 10 1 1 0
DLK2 4 2 6 5 5 1
CCDC180 3 8 10 13 9 19
GPRC5A 2 2 0 0 0 0
GPRC5C 11 3 2 0 0 0
GPRC5B 11 25 23 2 4 10
NEDD8 118 116 205 106 194 159
NEDD9 2065 1621 2899 719 652 341
STRIP2 13 3 4 6 12 3
P2RY14 9 5 2 83 59 6
SMC3 1217 1182 1148 1085 1285 613
SMC5 961 625 922 1966 1784 1012
P2RY12 500 289 555 614 798 356
IFI44L 4958 3482 8096 789 1623 99
SPDYE4 1 0 0 0 0 0
WWC2 140 81 93 516 487 229
STYX 385 126 250 411 524 224
WBSCR16 20 20 24 45 61 43
SMCP 1 0 1 0 0 0
STK32A 0 2 0 1 0 0
CPOX 193 85 38 209 380 199
IFNA13 0 0 0 0 0 0
LTA 13 8 13 7 4 2
GRIPAP1 783 825 1073 105 200 168
TINAG 0 0 0 0 0 3
LTF 1252 782 5335 327 125 788
LASP1 7056 7440 7667 924 1218 555
ALG12 18 21 17 4 13 12
TTF1 390 404 612 344 374 147
ALG14 16 21 22 30 43 21
OFD1 687 596 893 594 577 451
RIOK2 238 203 238 431 386 211
PIN1 34 26 30 6 12 22
CCDC170 7 2 4 1 3 5
BCL2L1 424 270 389 235 227 425
MICALL2 0 2 0 1 0 0
KLHL5 572 362 662 469 374 287
MEF2BNB 20 32 19 2 8 14
RBMS1 2263 2128 3549 1081 1482 502
IFNA14 2 1 5 0 4 0
LMOD1 6 3 4 3 8 0
ABI1 7319 4060 10693 3501 3349 1990
LMOD3 21 43 39 31 9 13
LMOD2 67 103 78 55 40 14
GGH 10 7 3 43 61 27
CNOT2 1234 1103 1632 1473 1464 960
AHSP 180 91 58 182 271 334
PLA2G12A 57 40 58 42 66 23
ARL8B 7061 5835 9480 1462 1454 896
YBEY 19 6 9 17 40 51
ARL8A 494 614 648 54 85 72
LTA4H 2674 1637 2273 2899 3984 1139
AHSG 0 0 0 0 0 0
TTC7A 256 246 685 660 951 958
ADRA2A 48 42 27 6 12 9
GYG2 1 4 1 2 0 0
TWIST1 0 0 2 2 5 0
DAD1 425 284 259 396 452 320
TWIST2 110 100 130 10 16 4
SHISA6 0 0 0 0 0 0
ZNF816 46 59 31 37 24 6
HNF1B 0 0 0 1 0 0
HNF1A 1 1 0 0 0 0
CRISP1 0 0 0 3 0 0
CRISP3 404 24 158 136 29 271
TMEM217 3 18 33 0 1 0
TMEM216 68 36 62 15 28 27
SHISA2 60 71 43 0 0 0
VEPH1 5 7 23 1 4 0
CDC25B 162 227 116 220 195 106
KRT40 6 3 2 6 5 0
MREG 4 12 2 43 9 28
IL37 1 2 0 0 0 0
IL34 0 0 0 0 0 0
IL33 3 0 5 6 5 0
IL31 0 4 0 2 1 0
TRIM3 33 20 13 17 17 32
NKPD1 1 1 0 0 0 3
TRIM7 0 0 0 3 1 2
GDF2 0 0 0 0 0 0
CAMK2N2 0 0 0 0 0 0
CAMK2N1 10 6 7 3 0 5
GAS6 23 14 21 12 32 1
TFAP2B 0 1 0 3 0 0
PCSK7 276 255 271 160 206 202
PDGFRA 3 9 10 2 1 0
AGXT2 0 1 1 0 0 0
PTK2B 3246 3493 4303 1280 1721 891
GDF5 0 1 0 1 0 0
GYPA 793 376 381 3941 5182 1534
DAB2 10 13 11 17 10 7
DAB1 16 8 26 310 660 285
CACNA2D4 5 5 5 3 16 8
ANKRD13C 723 418 482 951 1153 648
HYOU1 281 251 310 311 525 287
ANKRD13A 4670 3672 4667 1745 2011 1105
GTSF1L 0 2 0 0 0 0
EEFSEC 26 24 29 49 66 68
KDM6B 538 575 511 20 40 24
AMACR 56 37 18 62 68 19
L2HGDH 30 19 28 37 29 8
C9H10orf107 0 1 0 3 0 0
PROM2 19 24 5 1 4 0
NHEJ1 60 44 36 105 82 51
GNAI1 173 42 132 25 16 22
SLC41A2 27 24 10 46 33 27
KCNC1 0 0 1 0 1 0
SCARB1 31 21 7 12 38 24
CSF1 729 420 569 28 78 17
EDIL3 2 0 6 1 1 0
CSF3 20 6 35 3 0 0
CACNB3 27 11 9 17 21 29
WNT7A 0 1 2 0 0 0
WNT7B 0 1 1 0 0 0
ERAP2 1991 3211 2672 1885 2078 805
ERAP1 3465 2867 2720 2484 2140 1139
RRAD 0 0 0 0 0 0
CPT1C 0 1 0 1 0 0
NMRK1 44 5 41 31 68 27
UBASH3B 1172 1122 888 1411 1163 985
RRAS 69 63 36 3 4 20
CNTN3 4 3 0 0 0 5
CNTN1 0 1 1 0 2 0
CNTN6 0 1 3 1 0 0
CNTN4 0 1 1 0 1 0
CNTN5 2 1 0 0 1 0
ANXA5 6625 5626 7588 2524 4348 2185
C15H9orf24 1 5 3 2 0 1
PRR12 9 5 8 1 1 4
DDX58 17565 14219 23955 2007 2054 488
DDX53 0 0 0 2 0 0
DDX50 549 484 416 881 753 574
DDX51 34 40 34 6 15 32
DDX56 250 192 228 170 206 135
CSRNP1 2146 1575 2309 228 325 338
CSRNP3 1 2 3 3 0 0
GATM 79 66 31 444 393 226
CDC42BPG 10 12 5 1 7 21
FAM129A 5780 7000 13674 783 878 275
FAM129B 93 113 113 18 81 94
TXNRD2 63 49 51 10 11 23
TXNRD3 6 23 11 76 85 15
TXNRD1 0 0 0 0 0 0
BUB1 436 254 475 261 156 72
RNPS1 475 482 408 261 468 370
HSD17B12 163 109 138 100 101 87
LACTB 1431 1156 1593 653 776 375
UBE2E2 104 63 37 92 135 61
CNGA2 1 1 0 1 0 0
CNGA3 3 3 2 1 0 0
CNGA4 2 0 1 1 0 0
ADSSL1 9 1 3 6 0 1
DNAH3 16 6 4 16 8 0
PLA2G16 1718 1468 1883 74 105 21
PLA2G10 0 4 2 0 1 3
DNAH7 9 11 2 116 35 4
DNAH8 11 5 8 8 30 0
MYBPC3 58 58 20 1 1 7
MYBPC2 0 2 0 0 1 0
MYBPC1 3 2 2 3 7 0
POU5F1 0 8 4 5 0 2
FLG 0 0 0 0 0 0
MCM2 138 58 33 90 193 104
GPR17 12 5 6 0 0 0
TMEM136 1 0 0 1 0 4
TMEM134 11 6 9 3 13 35
TMEM135 234 132 125 340 431 150
CCDC47 1089 856 1357 954 1101 455
CSF1R 334 174 119 1090 1659 715
TMEM138 24 42 46 26 32 23
TMEM139 0 0 0 0 0 0
CCDC43 137 136 213 215 257 152
CCDC42 0 0 1 0 0 0
CCDC40 1 2 0 3 0 0
